flight_number,departure_airport,arrival_airport,departure_date,departure_time,arrival_date,arrival_time,duration,airline,price
6446,MAA,MVT,6/10/2021,3:17 PM,2/22/2022,5:53 AM,3;47,Lufthansa,767.98
5421,AWD,FST,7/12/2022,6:36 PM,2/26/2021,12:47 AM,7.04,Emirates,543.07
2275,ZRM,,,5:01 AM,10/26/2021,12:29 AM,4.54,United,463.2
6474,WEI,NAE,9/24/2021,5:01 AM,10/4/2022,2:29 AM,20.53,Qatar Airways,651.33
8833,,RIH,11/27/2021,11:35 PM,6/7/2022,3:07 PM,11.11,Delta,740.37
,IDA,HUV,5/28/2021,3:53 PM,11/15/2022,10:37 PM,11.92,Southwest,433.46
9426,XRH,KMI,1/30/2022,4:26 PM,6/9/2022,11:37 AM,16.44,American,394.71
3276,XLU,SNK,7/17/2022,,2/25/2021,9:27 AM,7.96,Southwest,551.52
3616,TPL,BDY,9/13/2021,4:14 AM,7/23/2022,11:36 AM,3.54,Delta,
8554,IXB,YIG,10/14/2022,6:13 PM,9/1/2022,7:07 PM,3.33,JetBlue,528.77
3918,MMD,,7/19/2022,11:41 PM,12/10/2022,4:49 AM,10.14,American,255.38
9874,PNG,AOH,6/17/2022,1:00 AM,12/21/2021,8:34 AM,15.84,United,655.0
2147,KXA,YGE,9/8/2021,12:19 PM,4/27/2021,2:21 AM,12.69,Lufthansa,214.09
3592,XVS,KDI,8/19/2021,1:24 PM,1/31/2022,3:27 AM,17.39,Southwest,132.68
6377,GUV,ADY,10/8/2021,7:46 PM,5/23/2021,12:18 AM,15.36,British Airways,714.89
2070,PSP,MII,3/30/2022,10:08 AM,,11:48 AM,10.13,Delta,181.22
7705,KUC,DEC,6/24/2021,10:16 PM,7/16/2022,12:13 PM,7.87,American,58.3
4522,WUA,GIR,8/24/2022,7:21 AM,10/9/2022,11:16 AM,4.59,British Airways,114.98
5478,FKB,STP,3/2/2022,12:05 AM,5/6/2022,5:57 AM,10.42,United,121.72
6445,TSU,,12/12/2021,12:34 PM,2/7/2021,2:36 AM,10.61,American,96.8
7956,,DGO,1/26/2022,6:29 PM,1/30/2021,4:48 AM,22.06,Emirates,663.29
9788,KBR,BGX,3/28/2022,5:34 PM,,7:04 PM,13.06,Eemirates,614.58
8624,IRU,FIH,4/26/2021,6:24 AM,8/11/2022,1:23 AM,23.79,,
4426,UTN,VPG,7/16/2021,3:05 AM,8/18/2022,6:52 AM,6.66,Qatar Airways,51.03
4118,KZB,MDC,8/2/2022,1:46 PM,1/15/2021,10:08 AM,22.01,Southwest,609.83
2711,JSU,LOQ,10/19/2022,4:02 PM,11/19/2021,1:41 AM,10.88,emirates,286.22
9100,WDN,RXS,4/18/2022,7:57 AM,6/9/2022,7:30 PM,6.27,Qatar Airways,165.51
4816,UNN,JCI,11/15/2021,3:32 AM,9/15/2021,6:20 PM,7.62,United,881.03
2816,,PBG,12/11/2022,12:56 PM,12/7/2021,5:32 PM,15.5,American,401.15
2617,SVJ,SCL,7/27/2021,9:00 AM,7/17/2021,1:26 AM,18.69,British Airways,137.31
1248,SFM,PBR,6/16/2021,11:42 PM,10/11/2022,5:23 PM,8.72,Delta,757.67
5644,PDK,WTE,4/10/2022,5:42 PM,2/28/2022,12:24 PM,16.66,Qatar Airways,975.18
7920,CYS,MZB,12/22/2022,1:33 AM,8/16/2021,7:15 PM,4.84,United,385.87
9010,SYF,,11/14/2021,5:30 PM,4/2/2021,8:47 AM,11.65,JetBlue,503.77
5473,DUB,,6/27/2021,1:22 AM,6/27/2021,6:17 PM,20.74,Qatar Airways,207.33
2868,LTQ,QCR,,,6/6/2022,3:13 PM,12.55,Southwest,149.39
,EEN,SKK,11/3/2021,,12/22/2022,3:46 AM,2.38,United,160.61
3938,RMS,LEY,9/14/2021,4:28 PM,5/2/2022,1:03 PM,11.23,United,354.91
3200,RQW,ALA,2/12/2021,12:11 PM,12/27/2022,11:45 AM,22.17,Southwest,598.21
1873,,RHV,6/27/2022,6:13 PM,1/28/2022,4:28 AM,3.26,Southwest,229.87
7855,BZP,CLM,2/22/2022,,9/1/2021,8:26 AM,4.27,United,318.33
5908,SXE,RSA,12/2/2021,4:28 AM,9/10/2022,12:57 AM,4.64,Lufthansa,882.15
5885,VDI,DNL,3/3/2022,10:03 PM,3/16/2022,9:51 PM,15.46,Qatar Airways,883.09
3328,PHY,XRY,7/8/2021,12:07 AM,1/14/2021,4:18 AM,11.14,British Airways,
7537,CSH,,9/19/2022,10:56 AM,4/8/2021,7:21 AM,22.3,Delta,426.57
5405,RHL,SWT,4/25/2022,12:16 AM,3/2/2021,10:20 AM,15.87,American,295.97
8559,MXV,SLJ,11/21/2021,10:13 AM,12/27/2022,11:54 AM,13.71,JetBlue,599.18
7877,PZE,BVG,2/21/2022,3:30 AM,4/30/2022,2:03 AM,8.08,Emirates,894.67
6901,PSE,TGJ,3/3/2022,10:36 PM,1/21/2022,1:30 PM,13.07,Emmirates,325.34
2205,CAB,YCH,9/17/2021,4:40 PM,10/7/2021,6:53 AM,22.14,United,734.21
3087,OFJ,RUY,7/30/2021,8:18 PM,4/19/2022,6:31 AM,18.31,Southwest,600.64
2009,JSU,,1/11/2022,5:03 PM,10/10/2021,8:42 PM,12.75,Southwest,745.05
2836,MRR,CBL,2/3/2021,9:14 PM,10/2/2021,9:43 AM,4.68,Air France,
4730,LAX,BBM,1/2/2022,6:12 AM,1/15/2022,6:06 AM,,Southwest,
8677,JEF,OGL,10/15/2022,,7/24/2021,2:07 PM,8.67,United,712.27
3832,MXD,AGI,8/24/2021,5:44 PM,7/29/2022,10:57 AM,10.97,British Airways,862.28
8152,BLX,MXD,9/18/2022,,6/16/2021,5:20 PM,22.93,Delta,871.72
3790,GCT,TJN,9/21/2022,10:03 AM,11/2/2022,12:12 PM,22.1,JetBlue,482.56
4553,LAK,,8/12/2022,11:16 AM,3/5/2021,8:58 AM,,American,984.6
2826,YUB,MCX,2/19/2022,9:43 AM,7/6/2021,4:03 PM,14.03,American,724.61
1964,ODO,SJV,5/16/2021,11:31 AM,3/23/2022,9:07 AM,1.54,Qatar Airways,92.9
7587,TMJ,PIV,,,12/5/2021,5:26 PM,20.03,Southwest,310.37
1956,GGO,,2/21/2021,4:31 AM,1/28/2021,5:05 PM,19.0,American,113.04
1443,QAQ,PVL,10/27/2022,5:49 AM,6/27/2022,3:47 PM,3.68,JetBlue,812.19
5983,,TCO,4/28/2022,12:14 AM,2/12/2021,12:57 PM,18.86,United,853.04
7593,LZO,NGE,2/18/2021,5:03 AM,,10:02 AM,23.4,Emirates,443.77
2972,NDR,OMH,11/1/2022,4:54 PM,8/23/2022,2:35 PM,10.54,Emiirates,621.8
5220,MQC,ATC,4/18/2021,2:43 PM,11/6/2022,11:23 PM,12.71,United,864.3
9172,RDR,WKL,5/1/2022,11:03 PM,1/16/2021,11:21 AM,13.4,Qatar Airways,327.0
1299,SKI,LCK,5/31/2022,1:41 AM,8/15/2021,5:22 PM,,United,806.14
8451,RGA,ARS,2/1/2022,2:38 AM,12/15/2022,6:29 PM,3;52,Delta,930.71
7083,RKH,RNZ,11/26/2021,4:12 PM,4/26/2022,1:18 PM,12.94,Lufthansa,240.16
5573,SRA,WCR,7/16/2022,12:55 AM,7/31/2022,5:51 PM,14.56,Air France,
,SUV,VLU,7/26/2021,6:30 AM,3/16/2022,12:13 PM,22.95,United,804.03
5988,CHV,ULE,7/12/2022,11:39 AM,11/2/2022,7:15 PM,1.28,JetBlue,583.38
5712,RSH,WDS,9/20/2021,7:43 PM,7/18/2022,2:01 PM,12.94,Qatar Airways,
2308,MCL,,6/4/2021,3:17 AM,11/1/2021,8:39 AM,12.24,Qatar Airways,230.97
7181,UYU,NQY,1/7/2021,4:40 PM,6/27/2022,3:39 AM,19.07,British Airways,836.68
4591,USN,ORB,10/29/2022,3:53 PM,11/15/2021,11:46 PM,14.8,Air France,370.95
4927,CBT,HTG,7/6/2022,4:23 PM,10/9/2021,11:52 PM,10.3,Air France,684.22
1718,FBU,YQN,6/21/2022,3:18 AM,7/4/2022,3:16 AM,16.41,American,285.8
5012,PTY,CZY,3/15/2022,5:10 AM,5/15/2022,1:25 AM,8.57,Qatar Airways,772.26
2331,VHZ,GIF,4/19/2021,7:50 PM,3/8/2021,2:58 PM,14.83,American,
3212,PAU,CVH,1/22/2022,11:02 PM,,,10.03,Air France,601.58
8551,SMO,YPA,1/12/2021,11:35 PM,4/6/2022,5:02 PM,11.68,,143.24
3154,JWN,CZP,6/11/2022,11:43 AM,2/1/2022,11:34 AM,1.18,United,346.31
5336,GSQ,MUX,3/22/2021,11:11 PM,2/16/2021,1:13 PM,7.67,Delta,145.42
4908,XLB,,8/17/2021,5:16 AM,11\11/2021,9:54 AM,4.8,Delta,979.4
9026,OXO,KHI,7/1/2022,11:49 PM,8/2/2022,12:21 PM,10.31,,305.26
9157,MUX,KKM,4/24/2021,9:03 AM,2/11/2022,12:57 AM,7.63,United,712.75
9938,KVB,HMG,1/26/2022,11:45 AM,6/7/2021,7:00 PM,22.38,Lufthansa,
,MMX,ZEL,10/15/2022,8:03 PM,,12:11 PM,7.7,Qatar Airways,380.66
4724,BMK,EIH,7/18/2021,12:20 PM,2/19/2021,6:43 PM,21.92,Lufthansa,780.88
9655,RST,,7/22/2022,5:25 PM,12/26/2022,4:44 AM,23.08,American,118.05
8583,ULX,BCJ,7/29/2022,1:12 PM,7/14/2022,9:31 AM,6.45,Delta,528.4
9194,ARF,KRK,7/28/2022,11:08 PM,1/6/2022,3:15 AM,4.36,JetBlue,575.2
4520,VNO,ELF,8/4/2022,2:03 AM,6/4/2022,1:33 AM,9.34,Emirates,
8926,LGM,SKN,12/16/2022,3:50 AM,3/27/2022,12:32 PM,11.03,American,923.32
7194,,LJG,7/28/2021,,10/3/2022,1:19 PM,2.07,Lufthansa,662.26
4949,CGC,MSW,2/23/2022,1:06 AM,,9:46 AM,22.7,Qatar Airways,216.08
4329,PGU,DKS,12/3/2022,9:56 AM,10/15/2021,10:39 AM,1.38,Southwest,887.34
4425,OSW,MTK,9/11/2021,,12/7/2021,4:35 PM,12.39,British Airways,332.45
,YSI,FUL,7/5/2022,11:12 AM,5/9/2021,6:23 PM,22.69,JetBlue,549.53
6692,NNR,WVI,12/25/2022,9:15 PM,6/10/2021,9:17 PM,20.66,American,281.55
,UIH,RAB,5/15/2021,12:02 PM,8/13/2022,12:53 PM,19.59,Air France,
4720,SOZ,MVF,5/10/2022,8:12 AM,7/24/2022,5:29 PM,6.48,Southwest,708.84
4983,NLG,TCZ,,2:19 PM,12/15/2022,11:18 AM,11.64,Delta,532.0
3229,SBV,BRQ,10/8/2022,5 51 PM,11/22/2021,6:20 AM,22.59,United,912.14
3863,0,0,12/16/2022,3:29 PM,4/4/2021,8:19 AM,9.22,,906.27
8948,YNO,SMO,6/16/2022,4:13 PM,1/11/2022,6:34 AM,10.68,Delta,371.08
2117,KJP,GWL,4/5/2022,9:20 PM,3/18/2021,12:28 PM,3.05,Em irates,612.64
2843,PWK,PLT,7/17/2021,9:14 AM,6/23/2021,10:48 AM,10.46,American,859.07
4307,PGD,CUG,10/12/2021,8:28 PM,3/4/2022,6:24 AM,22.74,Air France,349.78
,KHA,0,10/26/2021,6:58 PM,7/3/2022,3:17 AM,6.65,JetBlue,204.22
4515,KTE,KSF,11/10/2022,2:22 PM,4/30/2021,4:08 AM,13.32,,732.23
5966,MPU,BCG,1/15/2022,2:44 PM,4/27/2021,6:59 PM,,JetBlue,774.37
8375,PMZ,TFI,10/26/2022,7:13 AM,11/13/2021,9:31 PM,18.07,British Airways,640.77
4078,ILG,UTH,6/8/2022,12:56 PM,4/3/2021,7:02 PM,,Southwest,998.64
6683,SOI,ESI,3/16/2021,7:45 PM,1/1/2022,10:19 AM,3.81,Lufthansa,53.99
8257,SQC,UKU,4/24/2021,1:41 PM,10/23/2022,8:28 AM,13.66,Lufthansa,268.06
3014,MHZ,MMZ,11/5/2021,12:48 AM,9/9/2021,2:21 PM,8.64,American,612.77
5519,WST,QGU,11/14/2021,4:23 AM,4/17/2021,6:29 AM,11.31,Lufthansa,945.69
,XJM,NDU,6/2/2022,1:14 AM,6/9/2022,3:11 PM,5.43,British Airways,875.96
6291,GUI,XMY,3/31/2022,5:08 PM,9/27/2021,10:16 AM,11.71,Delta,316.6
2780,QDJ,FEK,1/1/2021,11:14 AM,12/29/2021,4:42 AM,1.0,Delta,712.02
8951,TNO,SDJ,4/8/2021,6:17 AM,5/19/2022,1:15 PM,20.21,JetBlue,810.24
7593,COB,FIK,5/25/2021,12:06 PM,7/26/2021,,9.9,Lufthansa,472.9
4875,OUE,DPO,7/24/2022,11:29 PM,1/25/2021,12:44 PM,20.88,British Airways,840.78
9554,SSW,MRE,,7:20 PM,10/4/2022,3:00 AM,11.09,Lufthansa,98.91
6546,LSN,SCS,,11:08 AM,1/4/2021,6:04 AM,7.36,Qatar Airways,152.97
6398,MWZ,WSY,1/13/2022,3:48 AM,10/17/2021,2:17 PM,20.08,Southwest,678.68
6094,YWB,PTF,,7:19 PM,1/16/2021,8:09 AM,19.06,British Airways,675.83
7854,NPA,PCP,2/27/2021,12:32 PM,12/10/2022,5:10 AM,5.67,Qatar Airways,473.14
6429,TDT,RSU,,,5/17/2022,5:58 PM,7.99,United,412.12
5629,JEQ,AMF,3/8/2022,5:00 AM,2/15/2021,5:48 AM,6.18,Air France,67.25
9586,BTZ,AEA,4/10/2022,7:00 PM,9/12/2021,3:57 AM,11.36,Delta,326.09
3002,EMO,BGK,3/25/2021,12:32 PM,4/27/2022,11:13 PM,20.05,Air France,843.02
5764,YAY,KGT,9/17/2022,12:56 AM,2/18/2021,10:02 AM,1.32,Southwest,229.01
,OHO,MUE,6/30/2022,5:06 AM,4/18/2022,4:54 AM,3.68,American,662.92
6844,CAS,SZX,9/6/2022,6:35 PM,6/19/2022,9:47 AM,9.87,Lufthansa,92.85
2785,SCC,EGN,7/4/2021,5:37 PM,8/22/2022,11:34 AM,2.58,,367.34
5410,MVX,QNC,11/6/2022,5:58 AM,6/26/2021,9:02 AM,9.34,JetBlue,72.07
6632,MVO,HMA,7/3/2021,1:31 PM,5/12/2021,5:20 AM,12.97,Emirates ,304.96
1884,SOZ,TGD,5/18/2021,1:10 AM,9/1/2021,,13.01,British Airways,953.0
7601,LND,PBB,9/23/2021,4:34 AM,1/19/2022,4:20 PM,22.2,Air France,743.02
4426,TMZ,LWM,1/4/2021,9:03 AM,,10:48 AM,18.21,Southwest,77.7
8120,BIP,RSL,7/20/2022,4:27 PM,6/19/2022,4:44 PM,6.0,Delta,537.6
7141,TUN,DNZ,1/21/2021,2:47 PM,2/5/2021,2:47 PM,15.19,Emirates,
8505,RZE,WPO,3/16/2022,6:40 AM,7/10/2022,8:03 PM,19.12,Delta,659.02
5023,DPU,CAE,1/15/2021,9:08 AM,10/24/2022,10:21 PM,14.87,Lufthansa,406.7
4756,VLN,CMK,5/16/2021,11:33 PM,7/3/2022,6:03 PM,16.75,American,214.57
3176,ZZU,ULI,1/17/2022,2:06 PM,,1:39 PM,20.23,Air France,315.23
1046,AUJ,FAY,4/22/2021,11:54 PM,5/13/2021,6:13 AM,14.4,United,392.24
7276,MTA,DGN,10/25/2022,,8/12/2021,10:08 PM,16.16,British Airways,99.76
6279,AUC,EBD,12/23/2021,5:47 AM,7/12/2022,2:10 AM,,JetBlue,820.46
4072,UPN,KKK,12/13/2022,,7/15/2021,9:39 AM,6.38,,857.32
3995,CUH,PSS,2/5/2022,5:06 AM,5/2/2021,5:33 AM,1.74,Qatar Airways,498.49
1826,LHS,NBE,6/20/2022,7:31 AM,9/30/2021,1:49 AM,14.27,British Airways,50.18
9762,DCF,BZY,3/15/2021,6:26 AM,6/16/2021,12:32 AM,7.27,Air France,84.84
3001,UGB,YSQ,10/17/2021,5:36 PM,4/13/2021,2:15 PM,8.05, Emirates,
5292,WOA,MXK,5/3/2021,8:58 PM,5/15/2022,4:26 AM,13.91,Southwest,
2754,DEZ,RGI,11/8/2022,9:48 AM,1/24/2021,8:16 PM,3.07,Air France,226.96
7473,BRT,MPO,4/1/2022,4:26 PM,5/18/2022,9:47 AM,1.17,Emirates,382.77
9564,SVC,ALR,11/4/2021,12:09 PM,4/17/2021,11:34 AM,9.05,Lufthansa,156.88
6072,TBO,PYX,10/26/2021,3:01 PM,4/3/2022,10:35 PM,5.88,,850.11
3306,HOD,LRS,12/3/2022,8:27 AM,5/3/2022,8:50 AM,19.45,Lufthansa,345.31
4797,YIP,NLF,4/28/2022,1:27 PM,9/16/2022,12:28 PM,10.62,Emirates,355.09
5109,LZH,0,7/19/2021,12:49 PM,7/10/2021,3:25 PM,7.31,JetBlue,
9401,FLH,BAX,5/27/2021,10:09 PM,7/26/2021,6:53 PM,23.65,Air France,787.35
5791,EGP,WBO,4/25/2021,1:46 PM,7/20/2022,1:17 AM,4.99,American,688.55
3110,REQ,LOB,10/14/2022,,4/23/2021,8:48 AM,7.3,Lufthansa,413.71
8272,CUZ,,12/3/2021,7:30 PM,11/20/2022,5:31 PM,12.31,British Airways,893.37
5862,POM,ZJN,12/5/2022,3:32 AM,9/1/2021,1:05 PM,23.73,American,351.67
5765,IUE,TSB,2/20/2021,,10/27/2022,4:54 AM,5.54,Emirates,221.13
9293,VOH,CSA,10/26/2021,8:43 PM,,5:01 PM,13.86,Emirates,982.91
1334,BDI,IFF,4/11/2022,1:26 PM,4/18/2022,3:32 AM,16.21,United,633.8
9900,CWS,YQU,8/28/2021,11:09 AM,5/15/2021,6:43 PM,21.36,JetBlue,827.32
2283,GIY,AMA,11/18/2022,6:59 AM,7/18/2022,1:42 AM,22.73,Emirates,714.25
5263,PYA,RIG,6/21/2022,1:01 PM,4/2/2022,1:44 AM,10.21,Lufthansa,765.59
5284,WEP,KTS,12/30/2022,6:47 AM,6/13/2021,12:32 AM,,Air France,944.64
8978,SAR,VLR,3/14/2021,3:24 PM,6/25/2022,8:46 AM,12.45,American,145.33
4824,NAL,MMY,3/17/2022,10:06 AM,2/6/2021,7:05 AM,20.86,Delta,243.13
5505,UUN,GRU,6/1/2021,2:08 AM,11/3/2021,5:52 AM,11.38,British Airways,880.65
9447,GUW,,4/1/2022,3:33 AM,5/23/2022,3:44 PM,8.94,Emirates,915.6
2841,LSB,MKL,2/1/2022,9:42 PM,6/25/2021,5:01 PM,11.43,,
8458,MLL,FMH,3/7/2022,2:34 PM,3/20/2021,4:40 PM,9.35,Air France,608.49
6337,,ACE,6/16/2022,6:53 AM,1/15/2022,9:53 AM,22.06,Emirates,196.2
7847,KRX,ZGF,12/21/2022,12:00 AM,11/20/2022,11:09 PM,23.19,American,509.03
6676,PXR,BAY,7/17/2021,11:51 PM,7/21/2022,2:44 AM,14.05,Southwest,957.9
1668,XMC,ALI,5/27/2021,5:21 AM,8/12/2022,1:58 PM,2.68,JetBlue,222.48
4351,OZG,URC,11/9/2021,11:36 PM,10/24/2022,6:41 PM,19.35,British Airways,618.32
3539,QNJ,VLC,8/17/2021,10:26 PM,8/12/2022,4:58 AM,15.73,Air France,157.38
3568,JNB,YPY,12/22/2021,10:04 PM,6/25/2021,7:48 AM,3.51,JetBlue,308.47
2462,SXE,LLH,3/28/2021,9:14 AM,1/28/2021,3:29 AM,6.02,Emirates,548.04
5522,AFD,KAY,4/29/2022,7:16 PM,8/9/2021,7:55 AM,7.27,United,445.52
1962,SRN,RKE,3/21/2021,6:44 AM,7/11/2021,6:15 PM,2.65,Emirates,694.3
7977,ZJN,TAT,9/13/2021,8:06 AM,5/13/2022,5:35 PM,14.71,Lufthansa,479.15
3725,KMT,XSB,8/7/2021,4:07 AM,9/10/2022,5:54 AM,21.0,JetBlue,114.81
1800,YEC,KDU,8/3/2021,12:51 PM,4/24/2022,12:35 AM,21.52,American,279.07
3226,OLQ,MWR,6/25/2021,8:55 PM,9/15/2022,10:41 AM,17.55,Southwest,447.64
6074,LYR,KZI,12/14/2021,,10/5/2021,,1.47,JetBlue,814.54
7300,BBU,SYS,2/20/2021,12:07 PM,3/25/2021,12:52 AM,12.2,Southwest,955.82
2457,BMO,WKR,12/17/2022,1:35 AM,12/16/2022,11:23 PM,7.81,American,496.26
,HOP,IGH,,1:25 PM,10/23/2022,2:56 AM,21.43,United,815.53
3200,IRC,AZR,6/7/2021,4:29 AM,7/7/2021,6:16 PM,,Emirates,682.39
8184,EDR,,4/8/2021,12:28 PM,8/12/2022,2:07 AM,20.97,British Airways,608.45
3775,UTW,RTS,4/7/2022,6:00 PM,6/20/2021,7:03 AM,18.14,American,623.14
9407,DEX,SVO,5/24/2022,7:06 PM,4/12/2022,9:44 PM,4.84,Lufthansa,
9706,FEC,MVX,12/15/2022,9:10 AM,10/29/2022,1:04 AM,16.9,American,868.32
3030,AAS,KLM,3/24/2022,1:20 PM,7/12/2021,1:59 AM,13.53,JetBlue,294.64
7822,BLT,ELV,5/29/2022,3:13 PM,12/23/2021,1:28 AM,23.96,Delta,597.47
1902,NQT,PPG,10/1/2022,11:30 PM,3/13/2022,2:10 PM,21.58,Southwest,704.25
1088,TRR,SNV,4/10/2022,10:21 PM,4/28/2021,9:19 PM,5.18,Southwest,425.05
6035,FCN,QRW,6/12/2021,2:18 PM,4/16/2022,4:48 PM,16.76,Lufthansa,165.03
2686,FEJ,ATA,5/10/2022,1:45 PM,4/27/2021,10:03 AM,20.81,Emirates,
7963,FWH,ICA,2/11/2021,2:26 PM,5/12/2021,11:03 PM,7.56,United,735.72
4143,LBP,CTB,4/11/2021,4:34 PM,1/27/2022,11:58 AM,2.5,JetBlue,131;61
1467,EUN,KKG,6/21/2022,9:55 AM,5/2/2021,11:33 AM,3.01,Qatar Airways,838.26
3293,OVE,MWD,4/20/2021,3:32 AM,6/19/2021,5:36 PM,14.99,Qatar Airways,603.13
2763,GEM,VOK,4/14/2022,6:32 PM,8/27/2021,10:38 PM,18.57,United,392.6
7748,WNU,YZZ,3/30/2021,7:27 AM,9/18/2022,9:07 PM,10.09,United,975.67
9698,YRC,VST,2/10/2022,11:12 AM,3/29/2021,5:19 AM,5.1,Lufthansa,
1060,NUE,AVP,1/17/2022,5:06 AM,10/30/2021,11:17 PM,17.66,Lufthansa,327.32
7753,BUR,HAA,7/24/2021,8:42 AM,2/14/2022,5:14 PM,20.2,JetBlue,775.09
8913,SMG,HAO,12/12/2022,12:35 PM,6/29/2022,7:10 AM,13.52,Qatar Airways,720.77
9982,DLU,DHT,5/6/2022,1:36 AM,5/13/2021,1:21 AM,8.04,United,915.58
2739,NJK,EFG,2/14/2022,12:05 AM,10/4/2021,10:00 AM,3.41,Emirates,538.98
1102,SOC,QPG,4/24/2021,4:50 PM,7/9/2022,8:00 AM,2.4,Air France,549.67
1283,IFU,AVU,5/6/2021,11:13 AM,11/7/2022,7:16 AM,7.49,Qatar Airways,812.95
8479,LHR,NBG,11/5/2021,12:46 PM,12/15/2022,4:13 AM,5.78,Lufthansa,
6710,FRH,KSO,12/19/2022,,5/24/2021,4:45 PM,22.73,United,
5909,EOZ,ESU,1/17/2021,5:04 PM,3/16/2022,11:33 AM,1.51,Air France,604.94
4657,MIK,CRV,9/5/2022,4:50 PM,4/19/2021,6:21 AM,4.89,JetBlue,190.51
6645,JQA,CNE,2/23/2021,6:23 PM,12/28/2022,10:52 PM,8.04,Southwest,872.11
9867,BUL,PGR,8/18/2021,8:10 AM,7/25/2022,4:04 AM,10.06,British Airways,604.35
4317,APK,CXM,10/31/2021,2:20 PM,1/13/2022,12:50 PM,3.92,British Airways,586.92
2190,ALA,CFM,1/26/2022,1:03 PM,7/4/2021,10:41 AM,18.46,United,
8113,CRZ,DLZ,9/19/2021,7:55 AM,7/2/2021,2:07 AM,18.58,Emirates,942.4
5498,DZA,RVV,8/20/2022,6:48 AM,9/30/2021,2:49 AM,6.75,British Airways,173.39
2572,TJB,PPF,6/25/2021,3:03 PM,,1:47 AM,17.88,Air France,317.47
4133,LBK,FDU,5/3/2022,11:36 AM,3/20/2022,1:36 PM,10.86,Delta,158.18
8169,TOP,RUK,5/13/2022,3:09 AM,4/8/2022,7:36 PM,8.67,United,691.88
3607,AYT,YMV,1/20/2022,6:11 PM,,2:55 AM,5.93,JetBlue,565.21
2200,ITQ,SGD,3/11/2022,6:55 AM,9/1/2021,7:32 PM,6.56,British Airways,701.91
5533,UVF,BXO,12/17/2021,12:33 PM,10/13/2022,5:53 AM,11.59,Delta,150 43
8985,AKV,MNC,2/12/2021,8:48 PM,6/23/2022,12:53 PM,7.56,Delta,
3162,RMQ,BWT,4/13/2022,8:35 PM,3/20/2022,6:24 PM,22.97,United,508.67
1879,IMK,,4/21/2021,9:25 AM,12/28/2021,1:24 PM,18.84,JetBlue,868.04
4930,RDN,XBE,8/15/2022,4:40 PM,10/23/2021,3:44 AM,9.59,Emirates,297.61
6995,LDI,PVZ,2/18/2022,7:30 AM,10/15/2022,4:58 PM,5.34,Southwest,657.49
6739,LCY,,12/3/2022,5:41 PM,8/11/2021,6:39 PM,18.4,Delta,72.61
8996,YZH,LPD,10/21/2021,5:51 PM,3/22/2021,8:54 PM,13.36,United,
4358,,ARH,,,7/7/2021,7:38 PM,4.41,Southwest,292.44
3565,SJM,ZBF,8/19/2022,12:56 AM,8/20/2022,6:29 PM,12.47,British Airways,
4620,SXN,TEA,7/16/2021,10:11 AM,11/28/2022,6:56 AM,10.26,United,988.53
1439,OKI,AVV,2/10/2021,7:21 PM,4/16/2021,5:11 AM,15.32,Delta,77.71
,BUN,BGM,1/14/2022,11:47 PM,8/1/2021,7:49 AM,2.81,American,220.38
4300,PZU,ITK,7/11/2021,2:30 PM,2/1/2022,8:36 PM,21.56,British Airways,528.11
3724,SHQ,AYW,4/19/2021,4:07 PM,,1:06 PM,9.5,Emirates,953.09
9270,TMP,LGW,5/31/2021,8:15 AM,2/1/2021,12:46 PM,4.8,United,871.12
3558,AOH,CUJ,12/10/2022,11:07 AM,8/9/2021,7:26 AM,7.36,United,448.13
9850,AAO,BJH,1/6/2022,4:17 AM,6/5/2021,1:31 PM,13.11,Delta,574.3
2693,LCM,ZPB,10/12/2021,10:18 AM,10/10/2022,8:07 PM,19.66,Lufthansa,178.07
2053,YLI,HDB,9/7/2022,1:12 AM,7/11/2021,5:02 AM,12.2,American,973-02
1501,BTF,LPF,5/7/2021,8:41 AM,10/25/2021,2:20 AM,11.61,Delta,333.22
7618,BDE,PIK,7/24/2021,6:19 AM,3/4/2021,4:02 PM,16.47,American,686.84
2566,UTD,ICK,10/14/2021,2:29 PM,2/24/2021,10:59 AM,18.36,American,738.09
4423,BFG,ITN,8/26/2022,4:02 PM,8/19/2021,8:25 AM,6.17,Lufthansa,831.93
1283,CEF,TKB,5/11/2022,10:44 PM,8/5/2021,4:05 PM,9.87,Qatar Airways,956.27
1349,LKU,SGU,11/7/2021,3:19 PM,8/19/2021,7:00 AM,7.74,Air France,971.14
2132,ILU,ASQ,7/31/2021,2:20 AM,2/21/2022,5:34 AM,20.91,Air France,582.07
2314,CFK,,4/6/2022,1:17 PM,3/27/2022,10:53 AM,2.22,American,877.42
5005,SNV,EIL,12/26/2022,2:30 AM,8/28/2021,9:59 AM,8.98,Emirates,723.26
9099,SAS,FPY,2/10/2022,12:55 PM,2/13/2022,4:24 AM,11.38,Southwest,891.11
1558,SQT,TSS,1/6/2022,5:48 AM,11/21/2021,7:58 PM,,Air France,496.51
9762,GOU,SFU,10/24/2021,12:13 AM,2/27/2022,4:29 PM,15.95,Delta,345.03
8307,GHE,AHO,4/22/2021,9:41 AM,8/25/2022,10:38 PM,11.2,Emirates,508.91
4278,KKP,CLC,11/19/2021,7:36 AM,10/21/2022,11:27 PM,11.76,Lufthansa,575.82
5894,MTB,OSM,9/5/2021,5:58 PM,5/24/2021,12:58 AM,4.46,Delta,646.08
